-------- MisiSeqMS Start -------
File:C:\Users\patch\OneDrive\Documents\VisualStudio2022\Projects\MidiSeqMS\MusicStudioSongFiles\MusicStudio\PRELUDE.SNG has 2714 Bytes
==== PROCESS->Added 2 Objects
    Note:53 EVENT:348 Tick:40 State:2  *Ticks:5051
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:27 State:2  *Ticks:5052
    Note:53 EVENT:348 Tick:39 State:2  *Ticks:5052
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:26 State:2  *Ticks:5053
    Note:53 EVENT:348 Tick:38 State:2  *Ticks:5053
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:25 State:2  *Ticks:5054
    Note:53 EVENT:348 Tick:37 State:2  *Ticks:5054
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:24 State:2  *Ticks:5055
    Note:53 EVENT:348 Tick:36 State:2  *Ticks:5055
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:23 State:2  *Ticks:5056
    Note:53 EVENT:348 Tick:35 State:2  *Ticks:5056
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:22 State:2  *Ticks:5057
    Note:53 EVENT:348 Tick:34 State:2  *Ticks:5057
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:21 State:2  *Ticks:5058
    Note:53 EVENT:348 Tick:33 State:2  *Ticks:5058
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:20 State:2  *Ticks:5059
    Note:53 EVENT:348 Tick:32 State:2  *Ticks:5059
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:19 State:2  *Ticks:5060
    Note:53 EVENT:348 Tick:31 State:2  *Ticks:5060
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:18 State:2  *Ticks:5061
    Note:53 EVENT:348 Tick:30 State:2  *Ticks:5061
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:17 State:2  *Ticks:5062
    Note:53 EVENT:348 Tick:29 State:2  *Ticks:5062
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:16 State:2  *Ticks:5063
    Note:53 EVENT:348 Tick:28 State:2  *Ticks:5063
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:15 State:2  *Ticks:5064
    Note:53 EVENT:348 Tick:27 State:2  *Ticks:5064
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:14 State:2  *Ticks:5065
    Note:53 EVENT:348 Tick:26 State:2  *Ticks:5065
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:13 State:2  *Ticks:5066
    Note:53 EVENT:348 Tick:25 State:2  *Ticks:5066
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:12 State:2  *Ticks:5067
    Note:53 EVENT:348 Tick:24 State:2  *Ticks:5067
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:11 State:2  *Ticks:5068
    Note:53 EVENT:348 Tick:23 State:2  *Ticks:5068
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:10 State:2  *Ticks:5069
    Note:53 EVENT:348 Tick:22 State:2  *Ticks:5069
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:9 State:2  *Ticks:5070
    Note:53 EVENT:348 Tick:21 State:2  *Ticks:5070
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:8 State:2  *Ticks:5071
    Note:53 EVENT:348 Tick:20 State:2  *Ticks:5071
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:7 State:2  *Ticks:5072
    Note:53 EVENT:348 Tick:19 State:2  *Ticks:5072
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:6 State:2  *Ticks:5073
    Note:53 EVENT:348 Tick:18 State:2  *Ticks:5073
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:5 State:2  *Ticks:5074
    Note:53 EVENT:348 Tick:17 State:2  *Ticks:5074
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:4 State:2  *Ticks:5075
    Note:53 EVENT:348 Tick:16 State:2  *Ticks:5075
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:3 State:2  *Ticks:5076
    Note:53 EVENT:348 Tick:15 State:2  *Ticks:5076
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:2 State:3  *Ticks:5077
    Note:53 EVENT:348 Tick:14 State:2  *Ticks:5077
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:1 State:3  *Ticks:5078
    Note:53 EVENT:348 Tick:13 State:2  *Ticks:5078
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:348 Tick:0 State:4  *Ticks:5079
   ---- Note Timed Out: Pitch:74 Ticks:0
    Note:53 EVENT:348 Tick:12 State:2  *Ticks:5079
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:11 State:2  *Ticks:5080
    Note:72 EVENT:349 Tick:11 State:2  *Ticks:5080
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:10 State:2  *Ticks:5081
    Note:72 EVENT:349 Tick:10 State:2  *Ticks:5081
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:9 State:2  *Ticks:5082
    Note:72 EVENT:349 Tick:9 State:2  *Ticks:5082
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:8 State:2  *Ticks:5083
    Note:72 EVENT:349 Tick:8 State:2  *Ticks:5083
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:7 State:2  *Ticks:5084
    Note:72 EVENT:349 Tick:7 State:2  *Ticks:5084
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:6 State:2  *Ticks:5085
    Note:72 EVENT:349 Tick:6 State:2  *Ticks:5085
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:5 State:2  *Ticks:5086
    Note:72 EVENT:349 Tick:5 State:2  *Ticks:5086
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:4 State:2  *Ticks:5087
    Note:72 EVENT:349 Tick:4 State:2  *Ticks:5087
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:3 State:2  *Ticks:5088
    Note:72 EVENT:349 Tick:3 State:2  *Ticks:5088
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:2 State:3  *Ticks:5089
    Note:72 EVENT:349 Tick:2 State:3  *Ticks:5089
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:1 State:3  *Ticks:5090
    Note:72 EVENT:349 Tick:1 State:3  *Ticks:5090
---- PLAY QUEUE: Total Objects:2
    Note:53 EVENT:348 Tick:0 State:4  *Ticks:5091
   ---- Note Timed Out: Pitch:53 Ticks:0
    Note:72 EVENT:349 Tick:0 State:4  *Ticks:5091
   ---- Note Timed Out: Pitch:72 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:7 State:2  *Ticks:5092
    Note:55 EVENT:350 Tick:95 State:2  *Ticks:5092
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:6 State:2  *Ticks:5093
    Note:55 EVENT:350 Tick:94 State:2  *Ticks:5093
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:5 State:2  *Ticks:5094
    Note:55 EVENT:350 Tick:93 State:2  *Ticks:5094
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:4 State:2  *Ticks:5095
    Note:55 EVENT:350 Tick:92 State:2  *Ticks:5095
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:3 State:2  *Ticks:5096
    Note:55 EVENT:350 Tick:91 State:2  *Ticks:5096
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:2 State:3  *Ticks:5097
    Note:55 EVENT:350 Tick:90 State:2  *Ticks:5097
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:1 State:3  *Ticks:5098
    Note:55 EVENT:350 Tick:89 State:2  *Ticks:5098
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:350 Tick:0 State:4  *Ticks:5099
   ---- Note Timed Out: Pitch:72 Ticks:0
    Note:55 EVENT:350 Tick:88 State:2  *Ticks:5099
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:87 State:2  *Ticks:5100
    Note:74 EVENT:351 Tick:7 State:2  *Ticks:5100
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:86 State:2  *Ticks:5101
    Note:74 EVENT:351 Tick:6 State:2  *Ticks:5101
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:85 State:2  *Ticks:5102
    Note:74 EVENT:351 Tick:5 State:2  *Ticks:5102
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:84 State:2  *Ticks:5103
    Note:74 EVENT:351 Tick:4 State:2  *Ticks:5103
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:83 State:2  *Ticks:5104
    Note:74 EVENT:351 Tick:3 State:2  *Ticks:5104
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:82 State:2  *Ticks:5105
    Note:74 EVENT:351 Tick:2 State:3  *Ticks:5105
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:81 State:2  *Ticks:5106
    Note:74 EVENT:351 Tick:1 State:3  *Ticks:5106
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:80 State:2  *Ticks:5107
    Note:74 EVENT:351 Tick:0 State:4  *Ticks:5107
   ---- Note Timed Out: Pitch:74 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:79 State:2  *Ticks:5108
    Note:72 EVENT:352 Tick:7 State:2  *Ticks:5108
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:78 State:2  *Ticks:5109
    Note:72 EVENT:352 Tick:6 State:2  *Ticks:5109
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:77 State:2  *Ticks:5110
    Note:72 EVENT:352 Tick:5 State:2  *Ticks:5110
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:76 State:2  *Ticks:5111
    Note:72 EVENT:352 Tick:4 State:2  *Ticks:5111
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:75 State:2  *Ticks:5112
    Note:72 EVENT:352 Tick:3 State:2  *Ticks:5112
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:74 State:2  *Ticks:5113
    Note:72 EVENT:352 Tick:2 State:3  *Ticks:5113
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:73 State:2  *Ticks:5114
    Note:72 EVENT:352 Tick:1 State:3  *Ticks:5114
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:72 State:2  *Ticks:5115
    Note:72 EVENT:352 Tick:0 State:4  *Ticks:5115
   ---- Note Timed Out: Pitch:72 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:71 State:2  *Ticks:5116
    Note:74 EVENT:353 Tick:7 State:2  *Ticks:5116
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:70 State:2  *Ticks:5117
    Note:74 EVENT:353 Tick:6 State:2  *Ticks:5117
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:69 State:2  *Ticks:5118
    Note:74 EVENT:353 Tick:5 State:2  *Ticks:5118
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:68 State:2  *Ticks:5119
    Note:74 EVENT:353 Tick:4 State:2  *Ticks:5119
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:67 State:2  *Ticks:5120
    Note:74 EVENT:353 Tick:3 State:2  *Ticks:5120
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:66 State:2  *Ticks:5121
    Note:74 EVENT:353 Tick:2 State:3  *Ticks:5121
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:65 State:2  *Ticks:5122
    Note:74 EVENT:353 Tick:1 State:3  *Ticks:5122
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:64 State:2  *Ticks:5123
    Note:74 EVENT:353 Tick:0 State:4  *Ticks:5123
   ---- Note Timed Out: Pitch:74 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:63 State:2  *Ticks:5124
    Note:72 EVENT:354 Tick:7 State:2  *Ticks:5124
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:62 State:2  *Ticks:5125
    Note:72 EVENT:354 Tick:6 State:2  *Ticks:5125
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:61 State:2  *Ticks:5126
    Note:72 EVENT:354 Tick:5 State:2  *Ticks:5126
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:60 State:2  *Ticks:5127
    Note:72 EVENT:354 Tick:4 State:2  *Ticks:5127
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:59 State:2  *Ticks:5128
    Note:72 EVENT:354 Tick:3 State:2  *Ticks:5128
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:58 State:2  *Ticks:5129
    Note:72 EVENT:354 Tick:2 State:3  *Ticks:5129
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:57 State:2  *Ticks:5130
    Note:72 EVENT:354 Tick:1 State:3  *Ticks:5130
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:56 State:2  *Ticks:5131
    Note:72 EVENT:354 Tick:0 State:4  *Ticks:5131
   ---- Note Timed Out: Pitch:72 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:55 State:2  *Ticks:5132
    Note:74 EVENT:355 Tick:7 State:2  *Ticks:5132
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:54 State:2  *Ticks:5133
    Note:74 EVENT:355 Tick:6 State:2  *Ticks:5133
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:53 State:2  *Ticks:5134
    Note:74 EVENT:355 Tick:5 State:2  *Ticks:5134
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:52 State:2  *Ticks:5135
    Note:74 EVENT:355 Tick:4 State:2  *Ticks:5135
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:51 State:2  *Ticks:5136
    Note:74 EVENT:355 Tick:3 State:2  *Ticks:5136
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:50 State:2  *Ticks:5137
    Note:74 EVENT:355 Tick:2 State:3  *Ticks:5137
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:49 State:2  *Ticks:5138
    Note:74 EVENT:355 Tick:1 State:3  *Ticks:5138
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:350 Tick:48 State:2  *Ticks:5139
    Note:74 EVENT:355 Tick:0 State:4  *Ticks:5139
   ---- Note Timed Out: Pitch:74 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:47 State:2  *Ticks:5140
    Note:72 EVENT:356 Tick:7 State:2  *Ticks:5140
    Note:47 EVENT:356 Tick:143 State:2  *Ticks:5140
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:46 State:2  *Ticks:5141
    Note:72 EVENT:356 Tick:6 State:2  *Ticks:5141
    Note:47 EVENT:356 Tick:142 State:2  *Ticks:5141
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:45 State:2  *Ticks:5142
    Note:72 EVENT:356 Tick:5 State:2  *Ticks:5142
    Note:47 EVENT:356 Tick:141 State:2  *Ticks:5142
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:44 State:2  *Ticks:5143
    Note:72 EVENT:356 Tick:4 State:2  *Ticks:5143
    Note:47 EVENT:356 Tick:140 State:2  *Ticks:5143
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:43 State:2  *Ticks:5144
    Note:72 EVENT:356 Tick:3 State:2  *Ticks:5144
    Note:47 EVENT:356 Tick:139 State:2  *Ticks:5144
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:42 State:2  *Ticks:5145
    Note:72 EVENT:356 Tick:2 State:3  *Ticks:5145
    Note:47 EVENT:356 Tick:138 State:2  *Ticks:5145
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:41 State:2  *Ticks:5146
    Note:72 EVENT:356 Tick:1 State:3  *Ticks:5146
    Note:47 EVENT:356 Tick:137 State:2  *Ticks:5146
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:40 State:2  *Ticks:5147
    Note:72 EVENT:356 Tick:0 State:4  *Ticks:5147
   ---- Note Timed Out: Pitch:72 Ticks:0
    Note:47 EVENT:356 Tick:136 State:2  *Ticks:5147
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:39 State:2  *Ticks:5148
    Note:47 EVENT:356 Tick:135 State:2  *Ticks:5148
    Note:74 EVENT:357 Tick:7 State:2  *Ticks:5148
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:38 State:2  *Ticks:5149
    Note:47 EVENT:356 Tick:134 State:2  *Ticks:5149
    Note:74 EVENT:357 Tick:6 State:2  *Ticks:5149
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:37 State:2  *Ticks:5150
    Note:47 EVENT:356 Tick:133 State:2  *Ticks:5150
    Note:74 EVENT:357 Tick:5 State:2  *Ticks:5150
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:36 State:2  *Ticks:5151
    Note:47 EVENT:356 Tick:132 State:2  *Ticks:5151
    Note:74 EVENT:357 Tick:4 State:2  *Ticks:5151
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:35 State:2  *Ticks:5152
    Note:47 EVENT:356 Tick:131 State:2  *Ticks:5152
    Note:74 EVENT:357 Tick:3 State:2  *Ticks:5152
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:34 State:2  *Ticks:5153
    Note:47 EVENT:356 Tick:130 State:2  *Ticks:5153
    Note:74 EVENT:357 Tick:2 State:3  *Ticks:5153
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:33 State:2  *Ticks:5154
    Note:47 EVENT:356 Tick:129 State:2  *Ticks:5154
    Note:74 EVENT:357 Tick:1 State:3  *Ticks:5154
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:32 State:2  *Ticks:5155
    Note:47 EVENT:356 Tick:128 State:2  *Ticks:5155
    Note:74 EVENT:357 Tick:0 State:4  *Ticks:5155
   ---- Note Timed Out: Pitch:74 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:31 State:2  *Ticks:5156
    Note:47 EVENT:356 Tick:127 State:2  *Ticks:5156
    Note:72 EVENT:358 Tick:7 State:2  *Ticks:5156
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:30 State:2  *Ticks:5157
    Note:47 EVENT:356 Tick:126 State:2  *Ticks:5157
    Note:72 EVENT:358 Tick:6 State:2  *Ticks:5157
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:29 State:2  *Ticks:5158
    Note:47 EVENT:356 Tick:125 State:2  *Ticks:5158
    Note:72 EVENT:358 Tick:5 State:2  *Ticks:5158
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:28 State:2  *Ticks:5159
    Note:47 EVENT:356 Tick:124 State:2  *Ticks:5159
    Note:72 EVENT:358 Tick:4 State:2  *Ticks:5159
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:27 State:2  *Ticks:5160
    Note:47 EVENT:356 Tick:123 State:2  *Ticks:5160
    Note:72 EVENT:358 Tick:3 State:2  *Ticks:5160
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:26 State:2  *Ticks:5161
    Note:47 EVENT:356 Tick:122 State:2  *Ticks:5161
    Note:72 EVENT:358 Tick:2 State:3  *Ticks:5161
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:25 State:2  *Ticks:5162
    Note:47 EVENT:356 Tick:121 State:2  *Ticks:5162
    Note:72 EVENT:358 Tick:1 State:3  *Ticks:5162
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:24 State:2  *Ticks:5163
    Note:47 EVENT:356 Tick:120 State:2  *Ticks:5163
    Note:72 EVENT:358 Tick:0 State:4  *Ticks:5163
   ---- Note Timed Out: Pitch:72 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:23 State:2  *Ticks:5164
    Note:47 EVENT:356 Tick:119 State:2  *Ticks:5164
    Note:71 EVENT:359 Tick:23 State:2  *Ticks:5164
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:22 State:2  *Ticks:5165
    Note:47 EVENT:356 Tick:118 State:2  *Ticks:5165
    Note:71 EVENT:359 Tick:22 State:2  *Ticks:5165
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:21 State:2  *Ticks:5166
    Note:47 EVENT:356 Tick:117 State:2  *Ticks:5166
    Note:71 EVENT:359 Tick:21 State:2  *Ticks:5166
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:20 State:2  *Ticks:5167
    Note:47 EVENT:356 Tick:116 State:2  *Ticks:5167
    Note:71 EVENT:359 Tick:20 State:2  *Ticks:5167
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:19 State:2  *Ticks:5168
    Note:47 EVENT:356 Tick:115 State:2  *Ticks:5168
    Note:71 EVENT:359 Tick:19 State:2  *Ticks:5168
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:18 State:2  *Ticks:5169
    Note:47 EVENT:356 Tick:114 State:2  *Ticks:5169
    Note:71 EVENT:359 Tick:18 State:2  *Ticks:5169
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:17 State:2  *Ticks:5170
    Note:47 EVENT:356 Tick:113 State:2  *Ticks:5170
    Note:71 EVENT:359 Tick:17 State:2  *Ticks:5170
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:16 State:2  *Ticks:5171
    Note:47 EVENT:356 Tick:112 State:2  *Ticks:5171
    Note:71 EVENT:359 Tick:16 State:2  *Ticks:5171
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:15 State:2  *Ticks:5172
    Note:47 EVENT:356 Tick:111 State:2  *Ticks:5172
    Note:71 EVENT:359 Tick:15 State:2  *Ticks:5172
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:14 State:2  *Ticks:5173
    Note:47 EVENT:356 Tick:110 State:2  *Ticks:5173
    Note:71 EVENT:359 Tick:14 State:2  *Ticks:5173
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:13 State:2  *Ticks:5174
    Note:47 EVENT:356 Tick:109 State:2  *Ticks:5174
    Note:71 EVENT:359 Tick:13 State:2  *Ticks:5174
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:12 State:2  *Ticks:5175
    Note:47 EVENT:356 Tick:108 State:2  *Ticks:5175
    Note:71 EVENT:359 Tick:12 State:2  *Ticks:5175
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:11 State:2  *Ticks:5176
    Note:47 EVENT:356 Tick:107 State:2  *Ticks:5176
    Note:71 EVENT:359 Tick:11 State:2  *Ticks:5176
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:10 State:2  *Ticks:5177
    Note:47 EVENT:356 Tick:106 State:2  *Ticks:5177
    Note:71 EVENT:359 Tick:10 State:2  *Ticks:5177
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:9 State:2  *Ticks:5178
    Note:47 EVENT:356 Tick:105 State:2  *Ticks:5178
    Note:71 EVENT:359 Tick:9 State:2  *Ticks:5178
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:8 State:2  *Ticks:5179
    Note:47 EVENT:356 Tick:104 State:2  *Ticks:5179
    Note:71 EVENT:359 Tick:8 State:2  *Ticks:5179
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:7 State:2  *Ticks:5180
    Note:47 EVENT:356 Tick:103 State:2  *Ticks:5180
    Note:71 EVENT:359 Tick:7 State:2  *Ticks:5180
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:6 State:2  *Ticks:5181
    Note:47 EVENT:356 Tick:102 State:2  *Ticks:5181
    Note:71 EVENT:359 Tick:6 State:2  *Ticks:5181
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:5 State:2  *Ticks:5182
    Note:47 EVENT:356 Tick:101 State:2  *Ticks:5182
    Note:71 EVENT:359 Tick:5 State:2  *Ticks:5182
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:4 State:2  *Ticks:5183
    Note:47 EVENT:356 Tick:100 State:2  *Ticks:5183
    Note:71 EVENT:359 Tick:4 State:2  *Ticks:5183
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:3 State:2  *Ticks:5184
    Note:47 EVENT:356 Tick:99 State:2  *Ticks:5184
    Note:71 EVENT:359 Tick:3 State:2  *Ticks:5184
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:2 State:3  *Ticks:5185
    Note:47 EVENT:356 Tick:98 State:2  *Ticks:5185
    Note:71 EVENT:359 Tick:2 State:3  *Ticks:5185
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:1 State:3  *Ticks:5186
    Note:47 EVENT:356 Tick:97 State:2  *Ticks:5186
    Note:71 EVENT:359 Tick:1 State:3  *Ticks:5186
---- PLAY QUEUE: Total Objects:3
    Note:55 EVENT:350 Tick:0 State:4  *Ticks:5187
   ---- Note Timed Out: Pitch:55 Ticks:0
    Note:47 EVENT:356 Tick:96 State:2  *Ticks:5187
    Note:71 EVENT:359 Tick:0 State:4  *Ticks:5187
   ---- Note Timed Out: Pitch:71 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:3
    Note:47 EVENT:356 Tick:95 State:2  *Ticks:5188
    Note:72 EVENT:360 Tick:7 State:2  *Ticks:5188
    Note:50 EVENT:360 Tick:143 State:2  *Ticks:5188
---- PLAY QUEUE: Total Objects:3
    Note:47 EVENT:356 Tick:94 State:2  *Ticks:5189
    Note:72 EVENT:360 Tick:6 State:2  *Ticks:5189
    Note:50 EVENT:360 Tick:142 State:2  *Ticks:5189
---- PLAY QUEUE: Total Objects:3
    Note:47 EVENT:356 Tick:93 State:2  *Ticks:5190
    Note:72 EVENT:360 Tick:5 State:2  *Ticks:5190
